location,event,date,artists,genre,coordinates
Basel,20-Jahre-Bird's-Eye-Club,2014-07-20,"['Alex Hendriksen Quartet ', ' Christoph Ràcz ']",,"(47.55959860000001, 7.588576099999999)"
Verbier,Verbier-Festival,2014-07-20,['Ferenc Rados '],Classic,"(46.0960814, 7.2285512)"
Walkringen,Galeriekonzert-Heitere-Gesänge,2014-07-20,"['Ludwig Geiger ', ' Jürg Bitterli ']",Classic,"(46.9479693, 7.620414999999999)"
Zug,Sommerklänge,2014-07-20,"[' Esther Hoppe ', ' Jürg Dähler ', ' Thomas Grossenbacher ']",Classic,"(47.1661672, 8.5154946)"
Binningen,Im-Flammenreich-des-Dis,2014-07-20,[' Christine Pollerus '],Classic,"(47.5378697, 7.570987799999998)"
Saanen,Menuhin-Festival-Gstaad,2014-07-20,[' Tribute to George Gruntz '],,"(46.4741066, 7.285492099999998)"
Luzern,Blue-Balls-Festival,2014-07-20,"['Downright ', ' The Goon Mat & Lord Benardo ']",,"(47.05016819999999, 8.309307200000001)"
Verbier,Verbier-Festival,2014-07-20,['Daniil Trifonov '],Classic,"(46.0960814, 7.2285512)"
Luzern,Blue-Balls-Festival,2014-07-20,['Caro Emerald '],,"(47.05016819999999, 8.309307200000001)"
Verbier,Verbier-Festival,2014-07-20,"['Daniel Hope ', ' Nancy Wu ', ' Lawrence Power ', ' Jonathan Cohen ', ' Marie-Elisabeth Hecker ', ' Leigh Mesh ', ' Anne Sofie von Otter ', ' Simon Crawford-Phillips ', ' Martin Helmchen ']",Classic,"(46.0960814, 7.2285512)"
Luzern,Blue-Balls-Festival,2014-07-20,['Archive '],,"(47.05016819999999, 8.309307200000001)"
St.-Moritz,Festival-da-Jazz,2014-07-20,"['Meshell Ndegeocello ', ' Meshell Ndegeocello ', ' Chris Bruce ', ' Jebin Bruni ', ' Earl Harvin ']",,"(46.4907973, 9.835507899999998)"
Zürich,Konshens,2014-07-20,['Konshens '],,"(47.3768866, 8.541694)"
St.-Moritz,Festival-da-Jazz,2014-07-20,"[' Jaco McPhearson ', ' Stormy Monday ', ' John DiBoy ', ' Tom Wallie ', ' Pedro Jezerbaum ']",,"(46.4907973, 9.835507899999998)"
Zürich,175-Jahre-Kirche-Neumünster-1839-Nachklänge,2014-09-28,['Works by Peter Appenzeller '],Classic,"(47.3768866, 8.541694)"
Luzern,World-Band-Festival-Tattoo-on-Stage,2014-09-28,"['Orchester der Suworow Militärakademie Moskau ', ' Shanghai Jiangzhou Drum Company ', ' New Zealand Army Band ']",traditional,"(47.05016819999999, 8.309307200000001)"
Zürich,Monte-Carlo,2014-09-28,['Monte Carlo '],Pop,"(47.3768866, 8.541694)"
Dielsdorf,Souljazz,2014-09-28,"[' Tatjana Bucher ', ' Daniel Notter ', ' Hannes Hänggli ']",,"(47.4824169, 8.453504299999999)"
Schupfart,Schupfart-Festival,2014-09-28,[' Jürgen Drews '],traditional,"(47.5134984, 7.9653934)"
Zürich,Ein-Feuerwerk-für-Trompeten-und-Posaunen,2014-09-28,"['Philippe Litzler ', ' Heinz Saurer ', ' Paulo Muñoz-Toledo ', ' Seth Quistad ', ' Bill Thomas ']",Classic,"(47.3768866, 8.541694)"
Liestal,Thomas-Achermann,2014-09-28,"['Thomas Achermann ', ' Andi Seidt ', ' Martin Zangerl ']",Pop,"(47.4866143, 7.733427200000001)"
Zürich,Monte-Carlo,2014-09-28,['Monte Carlo '],Pop,"(47.3768866, 8.541694)"
Luzern,World-Band-Festival-Tattoo-on-Stage,2014-09-28,"['Orchester der Suworow Militärakademie Moskau ', ' Shanghai Jiangzhou Drum Company ', ' New Zealand Army Band ']",traditional,"(47.05016819999999, 8.309307200000001)"
Luzern,World-Band-Festival-Praise-Jerusalem,2014-09-28,[' Raphael Christen '],Classic,"(47.05016819999999, 8.309307200000001)"
Luzern,Bach-Ensemble,2014-09-28,"[' Anna Katharina Künzi ', ' Simon Witzig ']",Classic,"(47.05016819999999, 8.309307200000001)"
Zürich,Rhythm-&-Romance,2014-09-28,[' Tomas Grossenbacher '],Classic,"(47.3768866, 8.541694)"
Appenzell,Volkhorn-Volkslieder-aus-dem-Herzen-Europas,2014-09-28,[' Renato Kaiser '],Classic,"(47.33493199999999, 9.406594)"
Zürich,Benefizkonzert-für-das-Albert-Schweitzer-Spital-Haiti,2014-09-28,[' Christiane Engel '],Classic,"(47.3768866, 8.541694)"
Zürich,Giocoso,2014-09-28,[' Manuel Leuenberger '],Classic,"(47.3768866, 8.541694)"
Hochdorf,Die-Amigos,2014-09-28,['Die Amigos '],traditional,"(47.1665813, 8.292067099999999)"
Basel,10-Jahre-Philharmonisches-Orchester-Riehen,2014-09-28,"[' Amélie Gehweiler ', ' Isabel Gehweiler ', ' Marret Popp ']",Classic,"(47.55959860000001, 7.588576099999999)"
Uster,Konzert,2014-09-28,"[' Sandro Müller ', ' Barbara Müller ']",Classic,"(47.3482747, 8.717873899999999)"
Basel,Venezia-Musik-aus-San-Marco,2014-09-28,[' Adrien Pièce '],Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Messa-di-Gloria,2014-09-28,"[' Maria C. Schmid ', ' Tino Brütsch ', ' René Perler ']",Classic,"(47.3768866, 8.541694)"
Dübendorf,Italienischer-Apéro,2014-09-28,"['Res Kielholz ', ' Andreas Pantli ']",Classic,"(47.3971476, 8.618012799999999)"
Frenkendorf,Barocknacht,2014-09-28,"['Regula Konrad ', ' Pamina Blum ', ' Eriko Wakita ']",Classic,"(47.5035123, 7.7131296)"
Zürich,Konzert,2014-09-28,"[' Maria C. Schmid ', ' Tino Brütsch ', ' René Perler ']",Classic,"(47.3768866, 8.541694)"
Winterthur,Tänzerische-Serenade,2014-09-28,"[' Praxedis Hug-Rütti ', ' Praxedis Geneviève Hug ']",Classic,"(47.49881959999999, 8.723688899999999)"
Zürich,Saisoneröffnung,2014-09-28,"[' Daniel Hope ', ' Willi Zimmermann ']",Classic,"(47.3768866, 8.541694)"
Basel,Oriental-&-Flamenco-Gypsy-Festival,2014-09-28,"['Romano Drom ', ' Juan De Gloria ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Yaron-Hermann-&-Adam-Baldych-Duo,2014-09-28,"['Yaron Hermann & Adam Baldych Duo ', ' Yaron Hermann ', ' Adam Baldych ']",,"(47.3768866, 8.541694)"
Zürich,Klus-Classics,2014-09-28,"['Benjamin Forster ', ' Klaus Schwärzler ']",Classic,"(47.3768866, 8.541694)"
Basel,Das-6.-goldene-Konzert,2014-09-28,"['Malcolm Bilson ', ' Zvi Meniker ', ' Ruth Holton ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Franco-Battiato,2014-09-28,['Franco Battiato '],Pop,"(47.3768866, 8.541694)"
Bern,Ustad-Shafqat-Ali-Khan,2014-09-28,['Ustad Shafqat Ali Khan '],,"(46.9479739, 7.447446800000001)"
Basel,Herbst,2014-09-28,"[' Ann Allen ', ' Corina Marti ', ' Caroline Ritchie ', ' works by Ann Allen ', ' Corina Marti ', ' Caroline Ritchie ']",Classic,"(47.55959860000001, 7.588576099999999)"
Rafz,Konzert,2014-09-28,"['Jakub Savytsky ', ' Anna Dzialak Savytsky ']",Classic,"(47.6114723, 8.540237900000001)"
Zürich,1.-Philharmonisches-Konzert,2014-09-28,[' Anna Stephány '],Classic,"(47.3768866, 8.541694)"
Bern,Alana-Amram-&-The-Rough-Gems,2014-09-28,['Alana Amram & The Rough Gems '],Pop,"(46.9479739, 7.447446800000001)"
Zürich,Hackensaw-Boys,2014-09-28,['Hackensaw Boys '],,"(47.3768866, 8.541694)"
Bern,Trentemøller,2014-09-28,['Trentemøller '],Electronic,"(46.9479739, 7.447446800000001)"
Bern,Leila-Martial-Baa-Box,2014-09-28,['Leila Martial Baa Box '],,"(46.9479739, 7.447446800000001)"
Zürich,Sylvan-Esso,2014-09-28,['Sylvan Esso '],Pop,"(47.3768866, 8.541694)"
Luzern,Piano-Entertainment-Pure-Melodies,2013-03-05,['Oliver Töngi '],Pop,"(47.05016819999999, 8.309307200000001)"
Solothurn,Alestorm,2013-03-05,"['Alestorm ', ' Arkona ', ' Thyrfing ', ' Ex Deo ', ' Wolfchant ', ' Borholm ']",,"(47.2088348, 7.532291)"
Zürich,Marianne-Racine-Quartet,2013-03-05,"[' Marianne Racine ', ' Daniel Baschnagel ', ' Patrick Sommer ', ' Pius Baschnagel ']",,"(47.3768866, 8.541694)"
Zürich,Typisch-Rezital,2013-03-05,['Werner Bärtschi '],Classic,"(47.3768866, 8.541694)"
Basel,Kammermusik-Basel,2013-03-05,['Emerson String Quartet '],Classic,"(47.55959860000001, 7.588576099999999)"
Aarau,Born-Of-Osiris,2013-03-05,"['Born Of Osiris ', ' After The Burial ', ' The Haarp Machine ', ' Monuments ']",,"(47.390434, 8.045701499999998)"
Zürich,Mates-of-Mine,2013-03-05,['Mates of Mine '],Pop,"(47.3768866, 8.541694)"
Zürich,Jonathan-Kreisberg-Quartet,2013-03-05,"[' Jonathan Kreisberg ', ' Will Vinson ', ' Rick Rosato ', ' Colin Stranahan ']",,"(47.3768866, 8.541694)"
Zürich,Amaral,2013-03-05,"['Amaral ', ' Eva Amaral ', ' Juan Aguirre ']",,"(47.3768866, 8.541694)"
Volkshaus,Zürich,2013-03-05,['Julieta Venegas '],,"(47.3754575, 8.5272245)"
Zürich,Fuga-und-fantasia,2013-03-05,"['Eveleen Olsen ', ' Annette Kappeler ', ' Verena Zauner ', ' Emanuel Schmelzer ']",Classic,"(47.3768866, 8.541694)"
Zürich,Quintett-Ikarus,2013-03-05,"[' Stefanie Suhner ', ' Andreas Lareida ', ' Lucca Fries ', ' Moritz Meyer ', ' Ramón Oliveras ']",,"(47.3768866, 8.541694)"
Basel,Requiem,2013-03-05,"[' Aurea Marston ', ' Kim Bartlett ', ' Guido Friebel ', ' Peter Mächler ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Sbdqtç,2013-03-05,"[' Antoine Läng ', ' Shane Perlowin ', ' Vincent Membrez ', ' Raphael Ortis ', ' Lionel Friedli ']",,"(47.3768866, 8.541694)"
Zürich,Carmen-Souza-Kachupada,2013-03-05,"['Carmen Souza - Kachupada ', ' Carmen Souza ', ' Theo Pascal ', ' Filipe Melo ', ' Mauricio Zottarelli ']",,"(47.3768866, 8.541694)"
Basel,Daniel-Schläppi-Duo,2013-03-05,"[' Marc Copland ', ' Daniel Schläppi ']",,"(47.55959860000001, 7.588576099999999)"
Baden,Michael-Zisman-Quartet,2013-03-05,"[' Michael Zisman ', ' Philip Henzi ', ' Lorenz Beyeler ', ' Tobias Friedli ']",,"(47.47288, 8.308089999999998)"
Zürich,The-Lumineers,2013-03-05,"['The Lumineers ', ' Langhorne Slim ']",,"(47.3768866, 8.541694)"
Basel,Salsaloca,2013-03-05,[' Rumbero '],,"(47.55959860000001, 7.588576099999999)"
Zürich,Girls-Names,2013-03-05,['Girls Names '],,"(47.3768866, 8.541694)"
Rote-Fabrik,Zürich,2013-03-05,['Schnaak '],,"(47.34340290000001, 8.535745300000002)"
Zürich,Bassquartett,2015-03-08,"[' Peter K Frey ', ' Jan Schlegel ', ' Daniel Studer ', ' Christian Weber ']",,"(47.3768866, 8.541694)"
Bern,Romantische-Streichtrio-Perlen,2015-03-08,"['Stefan Meier ', ' Julia Malkova ', ' Alexander Kaganovsky ']",Classic,"(46.9479739, 7.447446800000001)"
Uster,Metronome-Quintett,2015-03-08,"[' Rebecca Spiteri ', ' Richard Lipiec ', ' Martin Hugelshofer ', ' Jean-Yves Petiot ', ' Fernand Schlumpf ']",,"(47.3482747, 8.717873899999999)"
Schaffhausen,Winterreise-D-911,2015-03-08,"['Miranda de Miguel ', ' Nino Aurelio Gmünder ']",Classic,"(47.6958897, 8.6380488)"
Basel,Frauenkomponiert-Unerhörte-Orchesterklänge,2015-03-08,"['Maya Boog ', ' Barbara Doll ', ' Isabelle Schnöller ']",Classic,"(47.55959860000001, 7.588576099999999)"
Winterthur,Bekannte-unbekannte-Romantik,2015-03-08,"['Emanuel Rütsche ', ' Jun Onaka ']",Classic,"(47.49881959999999, 8.723688899999999)"
Luzern,Die-schönsten-Opernchöre,2015-03-08,"[' Luisella De Pietro ', ' Violetta Radomirska ']",Classic,"(47.05016819999999, 8.309307200000001)"
Basel,Lieder-der-Ferne,2015-03-08,"['Beatrice Voellmy ', ' Anne-May Krüger ', ' Claudia Weissbarth ', ' Nils Kohler ']",Classic,"(47.55959860000001, 7.588576099999999)"
-Alte-Kirche,Boswil,2015-03-08,[' Dorothee Mields '],Classic,"(47.30297299999999, 8.320458000000002)"
Aarau,Klavierrezital,2015-03-08,['Teo Gheorghiu '],Classic,"(47.390434, 8.045701499999998)"
Zürich,Tango-Organtino,2015-03-08,['Martin Heini '],Classic,"(47.3768866, 8.541694)"
Baden,Klavierrezital,2015-03-08,['Praxedis Genevieve Hug '],Classic,"(47.47288, 8.308089999999998)"
Wädenswil,Vom-Scheiden-der-Wege,2015-03-08,"['Matthias Ziegler ', ' Christoph Baumann ', ' Reto Senn ']",,"(47.22968710000001, 8.6718189)"
Luzern,Fumetto-Internationales-Comix-Festival,2015-03-08,['Adamstown '],Pop,"(47.05016819999999, 8.309307200000001)"
Zürich,James-Taylor-&-Band,2015-03-08,['James Taylor & Band '],Pop,"(47.3768866, 8.541694)"
Luzern,Joey-DeFrancesco-Trio,2015-03-08,"[' Joey DeFrancesco ', ' Dan Wilson ', ' Jason Brown ']",,"(47.05016819999999, 8.309307200000001)"
Zürich,Dr.-Lonnie-Smith,2015-03-08,"['Dr. Lonnie Smith ', ' Dr. Lonnie Smith ', ' Jonathan Kreisberg ', ' Joe Dyson ']",,"(47.3768866, 8.541694)"
Zürich,Dorit-Chrysler,2015-03-08,['Dorit Chrysler '],,"(47.3768866, 8.541694)"
Zürich,Kammermusik-Soiree,2015-03-08,"['Juliane Banse ', ' Sabine Meyer ', ' Aleksandar Madzar ']",Classic,"(47.3768866, 8.541694)"
Zürich,Ariel-Pink,2015-03-08,['Ariel Pink '],,"(47.3768866, 8.541694)"
Basel,Revolution,2015-03-08,[' Emmanuel Pahud '],Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Internationales-Country-Music-Festival,2015-03-08,['Jeff Turner Band '],,"(47.3768866, 8.541694)"
Feuerthalen,Miss-Kenichi,2015-03-08,['Miss Kenichi '],Pop,"(47.6885343, 8.649728500000002)"
Zürich,The-Preatures,2015-03-08,['The Preatures '],,"(47.3768866, 8.541694)"
Zürich,Tom-Lüneburger,2015-03-08,['Tom Lüneburger '],,"(47.3768866, 8.541694)"
Basel,Lilabungalow,2015-03-08,"['Lilabungalow ', ' René Kolditz ', ' David Bönsch ']",Pop,"(47.55959860000001, 7.588576099999999)"
Zermatt,D'un-matin-de-printemps,2015-03-08,"['Désirée Pousaz ', ' Vreni Rotzer ']",Classic,"(46.0207133, 7.749117000000001)"
Bern,Brahms-neu(n)-gehört,2015-02-22,"['Fíona-Aileen Kraege ', ' Julia Malkova ', ' Eva Lüthi ', ' Matteo Burci ', ' Sakura Kindynis ', ' Bernhard Röthlisberger ', ' Gabor Horváth ', ' Heidrun Wirth-Metzler ', ' Olivier Darbellay ']",Classic,"(46.9479739, 7.447446800000001)"
Luzern,Kammermusik-Matinee,2015-02-22,"[' Anja Röhn ', ' Patrizia Pacozzi ', ' Katrin Burger ']",Classic,"(47.05016819999999, 8.309307200000001)"
Winterthur,Matinée-Panflötenkonzert,2015-02-22,[' Begleitung: Werner Schaffitz '],Pop,"(47.49881959999999, 8.723688899999999)"
Dornach,Konzert,2015-02-22,"[' Vladimir Guryanov ', ' Cosetta Ponte ', ' Ferdinado Vietti ', ' Andrey Smirnov ']",Classic,"(47.4790491, 7.6170412)"
Zürich,Iwan-der-Schreckliche,2015-02-22,"[' Ewa Wolak ', ' Markus Eiche ']",Classic,"(47.3768866, 8.541694)"
Zürich,Magnificat-ein-Abend-mit-Bach-und-Händel,2015-02-22,"[' L. Kiepenheuer ', ' J. Scherrer ', ' A. Powischer ', ' L. Weiss ', ' J. Pilgram ']",Classic,"(47.3768866, 8.541694)"
Solothurn,Überzeugung,2015-02-22,"[' Marisa Waldburger ', ' Marc Bätscher ', ' Ursula Hächler ', ' Jason Paul Peterson ']",Classic,"(47.2088348, 7.532291)"
Baden,Duo-Yakovlev,2015-02-22,"['Marina Yakovleva ', ' Michail Yakovlev ']",Classic,"(47.47288, 8.308089999999998)"
Kappel-am-Albis,Musik-und-Wort,2015-02-22,"[' Aranka Stimec ', ' Ellen Mross ', ' Toni Lauper ', ' Dirk Lenz ']",,"(47.2273614, 8.526812899999998)"
Aarau,Chelsea-Grin,2015-02-22,"['Chelsea Grin ', ' Veil Of Maya ', ' Black Tongue ', ' Oceans Ate Alaska ']",,"(47.390434, 8.045701499999998)"
Luzern,A-Tribute-to-Hank-Mobley-&-Grant-Green,2015-02-22,"[' Eric Alexander ', ' Helmut Kagerer ', ' Olivier Hutman ', ' Viktor Nyberg ', '  Bernd Reiter  ']",,"(47.05016819999999, 8.309307200000001)"
Zürich,Living-Being,2015-02-22,"[' Vincent Peirani ', ' Emile Parisien ', ' Julien Herné ', ' Yoann Serra ', ' Tony Paeleman ']",,"(47.3768866, 8.541694)"
Zürich,Kool-Savas,2015-02-22,['Kool Savas '],,"(47.3768866, 8.541694)"
Zürich,Saint-Motel,2015-02-22,['Saint Motel '],Pop,"(47.3768866, 8.541694)"
Zürich,Trio-Ziegele-Theiler-Hemingway,2015-02-22,"[' Omri Ziegele ', ' Yves Theiler ', ' Gerry Hemingway ']",,"(47.3768866, 8.541694)"
Zürich,Weihnachtsgottesdienst-mit-Abendmahl,2014-12-25,[' Andreas Jost '],Classic,"(47.3768866, 8.541694)"
Zürich,Weihnachtsmusik,2014-12-25,"[' Dela Hüttner ', ' Ingrid Alexandre ', ' Michael Feyfar ', ' Chasper-Curò Mani ', ' Andreas Jost ']",Classic,"(47.3768866, 8.541694)"
Basel,Weihnachtsfeier-mit-Licht-und-Musik,2014-12-25,"['Rebeka Rusó ', ' Juán Sebastián Lima ']",Classic,"(47.55959860000001, 7.588576099999999)"
Basel,Orgelkonzert,2014-12-25,['Susanne Doll '],Classic,"(47.55959860000001, 7.588576099999999)"
Bern,Stone-Love-Movement,2014-12-25,['Stone Love Movement '],,"(46.9479739, 7.447446800000001)"
Zürich,Dosci,2014-12-25,['DJs Quarion '],Pop,"(47.3768866, 8.541694)"
Zürich,Bläserserenaden-Zürich-16,2016-11-21,[' Sarah Kollé '],Classic,"(47.3768866, 8.541694)"
Luzern,Lucerne-Festival-am-Piano,2016-11-21,['Cameron Carpenter '],Classic,"(47.05016819999999, 8.309307200000001)"
Bern,2.-Kammermusik-Tetzlaff-Quartett,2016-11-21,"[' ', '  Elisabeth Kufferath ', ' Hanna Weinmeister ', ' Tanja Tetzlaff ']",Classic,"(46.9479739, 7.447446800000001)"
Zürich,Unerhört,2016-11-21,"[' Ohad Talmor ', ' Dan Weiss ']",,"(47.3768866, 8.541694)"
Basel,Die-Orgel-im-Dialog-mit-der-Violine,2016-11-21,['Ekaterina Kofanova '],Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Moodslabor,2016-11-21,"[' Daniel Schenker ', ' Reto Suhner ', ' Christoph Grab ', ' Bernhard Bamert ', ' Thomas Lüscher ']",,"(47.3768866, 8.541694)"
Zürich,Arte-Reunido-Flamencofestival,2016-11-21,"[' Cristina López ', ' Yadira Ferrer ', ' Marc López ', ' Juan Manuel Gómez ', ' Pablo Gómez ', ' Carlos Cuenca ']",,"(47.3768866, 8.541694)"
Zürich,Digable-Planets,2016-11-21,['Digable Planets '],,"(47.3768866, 8.541694)"
Pratteln,The-Quireboys,2016-11-21,['The Quireboys '],,"(47.5183198, 7.6919889)"
Zürich,Nik-Bärtschs-Ronin,2016-11-21,"[' Kaspar Rast ', ' Thomy Jordi ', ' Sha ']",,"(47.3768866, 8.541694)"
Zürich,The-Slow-Show,2016-11-21,['The Slow Show '],,"(47.3768866, 8.541694)"
Zürich,Annihilator,2016-11-21,['Annihilator '],,"(47.3768866, 8.541694)"
Baden,Scherrer-Brodbeck-Gisler-Strüby,2016-11-21,"[' Andy Scherrer ', ' Jean-Paul Brodbeck ', ' Fabian Gisler ', ' Claudio Strüby ']",,"(47.47288, 8.308089999999998)"
Basel,Bernhoft,2016-11-21,['Bernhoft '],,"(47.55959860000001, 7.588576099999999)"
Zürich,Adrian-Younge,2016-11-21,"[' Adrian Younge ', ' Loren Oden ', ' Jack Waterson ', ' Alfredo Fratti ', ' C. E. Garcia ', ' David Henderson ']",,"(47.3768866, 8.541694)"
Winterthur,Benjamin-Folke-Thomas,2016-11-21,['Benjamin Folke Thomas '],,"(47.49881959999999, 8.723688899999999)"
Zürich,Festival-Faun,2016-10-26,[' Daniel Bisig '],Classic,"(47.3768866, 8.541694)"
Basel,Mimiko-Mache-dich-mein-Geist-bereit,2016-10-26,"[' Charlotte Nachtsheim ', ' Stefan Kahle ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Orgelkonzerte-Herbstzyklus,2016-10-26,['Babette Mondry '],Classic,"(47.3768866, 8.541694)"
Zürich,Azad,2016-10-26,['Azad '],,"(47.3768866, 8.541694)"
Basel,Romeo-und-Julia,2016-10-26,[' Pekka Kuusisto '],Classic,"(47.55959860000001, 7.588576099999999)"
Pratteln,Popa-Chubby-&-Animals-and-Friends,2016-10-26,"['Popa Chubby ', ' Animals and Friends ']",,"(47.5183198, 7.6919889)"
Zürich,Alberta-Cross,2016-10-26,"['Alberta Cross ', ' Folly & The Hunter ']",Pop,"(47.3768866, 8.541694)"
Chur,Stephen-Simmons,2016-10-26,['Stephen Simmons '],,"(46.85078350000001, 9.531985900000002)"
Aarau,Metalmayhem,2016-10-26,"['Dream On Dreamer ', ' Taped ']",,"(47.390434, 8.045701499999998)"
Zürich,Nicolas-Stocker,2016-10-26,"[' Nicolas Stocker ', ' Raphael Loher ', ' Urs Müller ']",,"(47.3768866, 8.541694)"
Zürich,Mirabassi-Taufic-Renzetti,2016-10-26,"[' Gabriele Mirabassi ', ' Roberto  Taufic ', ' Cristina Renzetti ']",,"(47.3768866, 8.541694)"
Winterthur,Isolation-Berlin,2016-10-26,['Isolation Berlin '],,"(47.49881959999999, 8.723688899999999)"
Zürich,Letzte-Liederabende,2016-10-26,['Julian Prégardien '],Classic,"(47.3768866, 8.541694)"
Frauenfeld,Jazz-Now,2016-10-26,"[' Nils Fischer ', ' David Koch ', ' Samuel Huwyler ', ' Dominik Mahnig ']",,"(47.5535997, 8.898754100000001)"
Basel,Jazznojazz,2016-10-26,"[' David Sanborn ', ' Christian Mc Bride ', ' Christian Sands ', ' Ulysses Owens ']",,"(47.55959860000001, 7.588576099999999)"
Winterthur,Madison-Violet,2016-10-26,['Madison Violet '],Pop,"(47.49881959999999, 8.723688899999999)"
Zürich,55-Minuten,2016-10-26,"[' Ulrike Mayer-Spohn ', ' Javier Hagen ']",Classic,"(47.3768866, 8.541694)"
Luzern,Yves-Theiler-Trio,2016-10-26,"[' Yves Theiler ', ' Luca Sisera ', ' Lukas Mantel ']",,"(47.05016819999999, 8.309307200000001)"
Basel,Last-Minute-Date,2016-10-26,"[' Lukas Wyss ', ' Ricardo Fiuza ', ' Stephan Kurmann ', ' \r\nMarco Lobo ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Jazzbaragge-Wednesday-Jam,2016-10-26,"['Gauthier Toux ', ' Kenneth Dahl Knudsen ', ' Maxence Sibille ']",,"(47.3768866, 8.541694)"
Feuerthalen,Tildon-Krautz,2016-10-26,['Tildon Krautz '],Pop,"(47.6885343, 8.649728500000002)"
Zürich,Mild-High-Club,2016-10-26,['Mild High Club '],Pop,"(47.3768866, 8.541694)"
Lausanne,Minor-Victories,2016-10-26,['Minor Victories '],,"(46.516054, 6.608998000000001)"
Luzern,Orange-Peel-Night,2016-10-26,"['Vesuvio Solo ', ' Promise Keeper ']",Pop,"(47.05016819999999, 8.309307200000001)"
Gstaad,Matinée-des-jeunes-étoiles-VI,2016-08-20,['Arata Yumi '],Classic,"(46.4717588, 7.2865728)"
Gampel,Openair-Gampel,2016-08-20,"['Sportfreunde Stiller ', ' Hoodie Allen ', ' Lonely the Brave ']",,"(46.3157745, 7.741944099999999)"
Stein-am-Rhein,Klingen-Openair,2016-08-20,"['Morgan Delt ', ' The Oscillation ', ' Uncanny Valley ']",Pop,"(47.6558193, 8.8579556)"
Gampel,Openair-Gampel,2016-08-20,"[' The Bosshoss ', ' Half Moon Run ']",,"(46.3157745, 7.741944099999999)"
Arosa,Winterthurer-Symphoniker,2016-08-20,['Rudolf Koelman '],Classic,"(46.7823704, 9.679911099999998)"
Stein-am-Rhein,Klingen-Openair,2016-08-20,"['Crows ', ' Edgarville ']",,"(47.6558193, 8.8579556)"
Pully,For-Noise,2016-08-20,"[' Anaemia ', ' Jaako Eino Kalevi ', ' Flying Horseman ']",,"(46.50926810000001, 6.665494900000001)"
Pully,For-Noise,2016-08-20,"['Braziliers ', ' Ropoporose ']",,"(46.50926810000001, 6.665494900000001)"
Zürich,Werner-und-Company,2016-08-20,['Werner und Company '],traditional,"(47.3768866, 8.541694)"
Winterthur,Winterthurer-Musikfestwochen,2016-08-20,"[' Oh Wonder ', ' The Slow Show ', ' Fil Bo Riva ']",,"(47.49881959999999, 8.723688899999999)"
Greifensee,Jazz-am-See,2016-08-20,"['The Dixie Ticklers ', ' The Dixie Company ']",,"(47.3665785, 8.6794982)"
Greifensee,Jazz-am-See,2016-08-20,['Dixie Ticklers '],,"(47.3665785, 8.6794982)"
Zweisimmen,Italy-II-Tea-for-two-and-a-Dessert-for-Yehudi,2016-08-20,"['Patricia Kopatchinskaja ', ' Polina Leschenko ']",Classic,"(46.5540893, 7.372062799999999)"
Wollerau,Altes-verjazzt-Dowland-und-Purcell-treffen-zwei-Saxophone,2016-08-20,"['Rafael Schilt ', ' Tobias Pfister ', ' Alexander Seidel ']",,"(47.19717, 8.713379999999999)"
Bern,Serenade,2016-08-20,"[' Stanley Clark ', ' Wassil Christov ', ' Vicente Climent Calatayud ', ' Justin Clark ', ' Benjamin Jacob Green ', ' Daniel Schädeli ']",Classic,"(46.9479739, 7.447446800000001)"
